slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
519 ,car         ,honda ,jazz        ,diesel     ,2016     ,20000        ,20657  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,6900
520 ,car         ,honda ,jazz        ,diesel     ,2016     ,20000        ,20124  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,6888
521 ,car         ,honda ,jazz        ,diesel     ,2016     ,20000        ,20870  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,7110
522 ,car         ,honda ,jazz        ,diesel     ,2016     ,20000        ,19076  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,7100
523 ,car         ,honda ,jazz        ,diesel     ,2016     ,20000        ,20475  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,6999
524 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30867  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4600
525 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,31820  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4599
526 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30317  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4589
527 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30328  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4579
528 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30372  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4569
529 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,29633  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4559
530 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30286  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4579
531 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30382  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4584
532 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30211  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4597
533 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30783  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4573
534 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30463  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4586
535 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30463  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4588
536 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,29625  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4647
537 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,31833  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4732
538 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30172  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4523
539 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30132  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4723
540 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30342  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4622
541 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30435  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4629
542 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30980  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4583
543 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30437  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4479
544 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30766  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4480
545 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30647  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4830
546 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30142  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4428
547 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30544  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5099
548 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,31243  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5100
549 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,32292  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5149
550 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30438  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5200
551 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30897  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5199
552 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30573  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5299
553 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,29473  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5289
554 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30437  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5249
555 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30987  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
556 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30909  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5310
557 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30829  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5329
558 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30121  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5392
559 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30980  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5374
560 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30012  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
561 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30282  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5248
562 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30382  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5149
563 ,car         ,honda ,jazz        ,diesel     ,2016     ,30000        ,30238  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5374
564 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40976  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6534
565 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40733  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6699
566 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,41382  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6589
567 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40289  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6489
568 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,39236  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6599
569 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40722  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6622
570 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40283  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6499
571 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40287  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6521
572 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,39723  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6599
573 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,41372  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6322
574 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40282  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6423
575 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40483  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6522
576 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40984  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6500
577 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40932  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6859
578 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40282  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6849
579 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40221  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6900
580 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40899  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6888
581 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,40382  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,7110
582 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,39023  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,7100
583 ,car         ,honda ,jazz        ,diesel     ,2016     ,40000        ,41383  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,1         ,0     ,0      ,6999
584 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50978  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5348
585 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50722  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5449
586 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50236  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
587 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50673  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5389
588 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50892  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5310
589 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,51427  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5379
590 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50237  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5369
591 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,49622  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
592 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,49263  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5469
593 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50268  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5400
594 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,51452  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5349
595 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50348  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5700
596 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50888  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5689
597 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50232  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5694
598 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50900  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5310
599 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50322  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5379
600 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50348  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5369
601 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50922  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
602 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50379  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5377
603 ,car         ,honda ,jazz        ,diesel     ,2016     ,50000        ,50242  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5365
604 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60987  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9020
605 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60383  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9999
606 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60332  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9000
607 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60427  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9428
608 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60349  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9247
609 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60374  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9373
610 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,59993  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9473
611 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,61379  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9211
612 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60342  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9088
613 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60930  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9099
614 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60432  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9438
615 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60465  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9237
616 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60765  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9236
617 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,59433  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9797
618 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60875  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9933
619 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60080  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9893
620 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60909  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9693
621 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60223  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,1         ,1     ,0      ,9743
622 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,59343  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9232
623 ,car         ,honda ,jazz        ,diesel     ,2016     ,60000        ,60433  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,1          ,0                   ,1                 ,0         ,1     ,0      ,9138
624 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70435  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,1          ,0                   ,1                 ,0         ,0     ,0      ,4700
625 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70976  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4689
626 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,71253  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4694
627 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70311  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4843
628 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70789  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4654
629 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70098  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4743
630 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,69432  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,1          ,0                   ,0                 ,0         ,0     ,0      ,4545
631 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70894  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4846
632 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70753  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4535
633 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70756  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4989
634 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70432  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5033
635 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,69422  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4183
636 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70438  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5000
637 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70233  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4889
638 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70499  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4999
639 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70824  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4100
640 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,73283  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4120
641 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,71938  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4199
642 ,car         ,honda ,jazz        ,diesel     ,2016     ,70000        ,70438  ,1         ,1         ,1                ,0                     ,1                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4180
643 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,82078  ,1         ,1         ,1                ,1                     ,1                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,4200
644 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,84473  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5200
645 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,85743  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5199
646 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,85739  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5299
647 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,86839  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5289
648 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,87347  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5249
649 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,88347  ,1         ,1         ,1                ,1                     ,0                            ,1               ,1          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5399
650 ,car         ,honda ,jazz        ,diesel     ,2016     ,80000        ,90382  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5310
651 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,99442  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5329
652 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,94632  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5392
653 ,car         ,honda ,jazz        ,diesel     ,2016     ,100000       ,93648  ,1         ,1         ,1                ,0                     ,0                            ,0               ,0          ,0         ,0          ,0                   ,0                 ,0         ,0     ,0      ,5437
